UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel
741,58,Male,PlayStation VR,16.05104483,10,5
743,55,Male,PlayStation VR,14.93869587,10,2
749,60,Male,HTC Vive,25.54964062,8,4
752,31,Male,PlayStation VR,44.91494893,5,1
753,37,Male,HTC Vive,34.62324039,9,5
756,55,Male,Oculus Rift,47.6281633,1,4
761,47,Male,Oculus Rift,25.80727163,8,2
763,59,Male,Oculus Rift,11.95951721,7,4
765,28,Male,HTC Vive,26.85863482,10,1
766,52,Male,HTC Vive,54.64953294,10,5
768,50,Male,Oculus Rift,55.80935463,8,2
769,23,Male,HTC Vive,35.16299025,1,4
772,29,Male,PlayStation VR,54.05114151,4,4
773,46,Male,HTC Vive,37.21547103,1,2
776,23,Male,Oculus Rift,10.16757403,3,1
777,38,Male,HTC Vive,27.78412253,5,4
784,23,Male,HTC Vive,43.87139645,7,5
787,38,Male,PlayStation VR,55.8724361,9,4
788,53,Male,HTC Vive,42.25958024,2,5
789,39,Male,HTC Vive,42.06610899,2,2
791,32,Male,HTC Vive,57.20290217,5,4
793,52,Male,PlayStation VR,28.81920562,5,4
794,22,Male,Oculus Rift,12.01166793,10,4
795,47,Male,Oculus Rift,9.58869266,8,4
797,54,Male,Oculus Rift,41.57645099,5,3
800,37,Male,PlayStation VR,31.07831721,1,5
803,28,Male,Oculus Rift,44.77257087,8,4
806,30,Male,Oculus Rift,29.12136823,10,1
810,53,Male,HTC Vive,18.23882186,6,4
811,28,Male,HTC Vive,41.20527161,1,3
815,28,Male,Oculus Rift,51.10268892,7,5
817,31,Male,PlayStation VR,6.365491875,7,2
818,43,Male,HTC Vive,31.35351416,3,3
822,24,Male,HTC Vive,57.1759197,2,1
824,55,Male,Oculus Rift,12.46052654,7,1
827,52,Male,HTC Vive,33.76357884,8,5
829,26,Male,Oculus Rift,9.838312704,4,1
831,28,Male,PlayStation VR,11.10142487,2,1
832,53,Male,HTC Vive,42.70681301,6,1
833,55,Male,HTC Vive,56.17197529,7,4
835,43,Male,PlayStation VR,12.67410706,8,2
838,24,Male,HTC Vive,42.09664646,2,4
846,22,Male,PlayStation VR,6.766492436,6,3
847,48,Male,HTC Vive,23.09519827,7,4
851,55,Male,Oculus Rift,9.855320379,6,1
857,26,Male,HTC Vive,8.613690614,7,1
859,38,Male,Oculus Rift,28.64425724,10,3
863,30,Male,Oculus Rift,35.8608949,3,1
864,37,Male,HTC Vive,9.293954288,3,4
870,51,Male,Oculus Rift,43.93781283,5,5
878,50,Male,Oculus Rift,52.35743981,7,4
879,40,Male,Oculus Rift,30.19667267,3,4
889,33,Male,HTC Vive,13.49938746,2,2
892,57,Male,Oculus Rift,29.22280858,1,2
895,23,Male,HTC Vive,49.00393252,2,4
897,45,Male,PlayStation VR,55.19901652,6,2
898,34,Male,Oculus Rift,13.43143335,5,3
899,49,Male,PlayStation VR,46.35086997,7,2
902,42,Male,PlayStation VR,51.76165915,5,2
904,46,Male,Oculus Rift,32.98657207,6,2
906,24,Male,PlayStation VR,28.10443297,2,3
912,45,Male,Oculus Rift,24.34544522,4,4
913,38,Male,PlayStation VR,16.53366539,6,4
915,41,Male,HTC Vive,13.94727557,10,2
918,20,Male,HTC Vive,44.67839571,3,1
921,40,Male,Oculus Rift,29.05810966,5,2
924,39,Male,Oculus Rift,51.71214854,10,3
927,44,Male,Oculus Rift,6.803921533,3,4
928,57,Male,Oculus Rift,35.53080384,8,4
934,31,Male,PlayStation VR,37.25407385,10,2
938,56,Male,Oculus Rift,12.15380187,10,3
944,24,Male,PlayStation VR,15.60502943,3,3
945,46,Male,PlayStation VR,8.293704647,1,2
951,42,Male,HTC Vive,9.51198995,10,1
952,48,Male,PlayStation VR,27.4237268,7,4
955,27,Male,HTC Vive,58.9465135,6,4
956,39,Male,HTC Vive,53.99327447,9,4
961,34,Male,HTC Vive,45.64198795,3,3
965,46,Male,HTC Vive,23.25907501,7,1
967,58,Male,PlayStation VR,11.72741009,8,2
970,55,Male,PlayStation VR,43.70629605,10,3
979,41,Male,HTC Vive,44.78712415,5,5
980,57,Male,HTC Vive,29.76788057,7,1
981,27,Male,HTC Vive,47.28039751,2,4
985,29,Male,Oculus Rift,27.09497259,2,4
986,48,Male,HTC Vive,10.55443007,8,5
987,23,Male,Oculus Rift,30.40630713,9,4
990,56,Male,PlayStation VR,23.10260072,8,2
996,30,Male,HTC Vive,14.65676328,9,2
999,52,Male,PlayStation VR,27.56747282,7,2
